Trail,Dose,Well,Minute,MD,MV,TD
1,1,A2,19,0.030141082,0.904219786,53.620984
3,1,A4,20,0.039717463,1.191506642,53.221401
3,1,A3,16,0.029193185,0.875784911,52.197415
3,1,A3,15,0.029032109,0.870950376,51.735219
1,1,A1,10,0.035785589,1.073552708,50.743965
1,1,A2,18,0.028240235,0.847195206,50.069937
2,1,B5,15,0.029616995,0.888498006,49.756552
1,1,A6,2,0.027485166,0.824543793,49.198447
1,1,A3,10,0.027431965,0.822948175,48.691738
1,1,A6,6,0.025346049,0.760371504,45.166659
1,1,A6,5,0.023973596,0.71919819,42.649027
2,1,A6,7,0.023977895,0.719328075,42.60872
2,1,A2,18,0.022110152,0.663295022,39.400291
1,1,A6,3,0.02127664,0.638290482,37.957526
1,1,A3,7,0.020896903,0.626898254,37.217384
1,1,A5,19,0.020862414,0.625862513,36.947336
2,1,B4,18,0.019944587,0.598329443,35.421587
1,1,A4,17,0.018836083,0.565074994,33.490556
2,1,B3,7,0.018704577,0.561129333,33.35026
2,1,B2,17,0.017664639,0.529932153,31.584374
2,1,A6,15,0.018311348,0.549332548,30.763064
1,1,A3,19,0.016017616,0.480521261,28.207022
1,1,A1,20,0.015882384,0.476465299,28.143584
3,1,A3,17,0.014576875,0.437301476,26.07803
1,1,A3,18,0.014174728,0.425236505,25.103444
1,1,A3,8,0.013700473,0.411008272,24.34574
1,1,A2,8,0.012353981,0.370613889,21.854192
