Trail,Dose,Well,Minute,MD,MV,TD
1,3,A3,19,0.08865238,2.659537016,154.787056
1,3,A3,20,0.165903049,4.977015363,290.496239
1,3,A3,21,0.152598151,4.577879473,266.588969
1,3,A3,22,0.152359656,4.570724657,251.241073
1,3,A3,23,0.160696662,4.820830792,277.844529
1,3,A3,24,0.12075713,3.622664377,210.238164
1,3,A3,25,0.187348454,5.620384722,322.988735
1,3,A3,26,0.074362625,2.230836667,1.784703
,,,,,,
1,3,A4,1,0.094531656,2.835910438,168.360879
1,3,A4,2,0.1116147,3.348394702,200.571616
1,3,A4,3,0.09906744,2.971980419,177.132583
1,3,A4,4,0.129075567,3.872213822,230.658039
1,3,A4,5,0.131259147,3.937719493,235.610169
1,3,A4,6,0.051545182,1.546333137,92.008149
1,3,A4,7,0.02521277,0.756372447,38.953729
1,3,A4,8,0.02544158,0.763237583,43.581427
1,3,A4,9,0.034135954,1.024064811,60.65959
1,3,A4,10,0.033769413,1.013068153,60.345941
1,3,A4,11,0.072938115,2.188112534,129.538093
1,3,A4,12,0.104348437,3.130408008,185.427172
1,3,A4,13,0.109253099,3.277544781,194.470517
1,3,A4,14,0.130121383,3.903583779,227.972663
1,3,A4,15,0.151250944,4.537463365,241.396506
1,3,A4,16,0.122838349,3.685095772,217.30104
1,3,A4,17,0.097576239,2.927244852,171.929333
1,3,A4,18,0.041945619,1.258350573,74.663202
1,3,A4,19,0.040248775,1.207446374,71.481825
1,3,A4,20,0.111610129,3.348258417,196.768658
1,3,A4,21,0.159967517,4.798961497,282.022733
1,3,A4,22,0.125786465,3.773539215,221.132606
1,3,A4,23,0.131526049,3.945722551,231.485846
1,3,A4,24,0.152769934,4.5830288,268.722314
1,3,A4,25,0.161407812,4.842167906,282.947895
1,3,A4,26,0.019866308,0.595977308,0.516524
,,,,,,
1,3,A5,1,0.274062114,8.22174742,486.460252
1,3,A5,2,0.249936086,7.497978447,449.135147
1,3,A5,3,0.255318108,7.6594348,454.210915
1,3,A5,4,0.263396897,7.901797485,471.217048
1,3,A5,5,0.242580732,7.27732076,433.97693
1,3,A5,6,0.078215304,2.346423333,139.614318
1,3,A5,7,0.116239027,3.487118559,179.124341
1,3,A5,8,0.115683248,3.470451812,197.934037
1,3,A5,9,0.104049815,3.121450283,184.064122
1,3,A5,10,0.141538485,4.246088231,252.080042
1,3,A5,11,0.14958689,4.487544327,261.328297
1,3,A5,12,0.238414313,7.152327737,419.370776
1,3,A5,13,0.271296081,8.138768283,480.46536
1,3,A5,14,0.247427084,7.422706833,430.523126
1,3,A5,15,0.250772245,7.523061946,386.690802
1,3,A5,16,0.113406117,3.402137363,200.388609
1,3,A5,17,0.062410147,1.872278509,110.0915
1,3,A5,18,0.076833122,2.304963937,136.609291
1,3,A5,19,0.07840157,2.352012554,139.084385
1,3,A5,20,0.098229675,2.946848248,171.017865
1,3,A5,21,0.180513926,5.415347455,310.664467
1,3,A5,22,0.219855733,6.595579462,375.733448
1,3,A5,23,0.247935578,7.437970183,433.887262
1,3,A5,24,0.215670365,6.470021458,383.246239
1,3,A5,25,0.196877641,5.906244629,339.417053
1,3,A5,26,0.119380769,3.581375,3.1039
1,3,A6,Dead,,,
1,3,B1,1,0.038214258,1.146410303,68.059594
1,3,B1,2,0.126745838,3.802325092,227.001796
1,3,B1,3,0.246085689,7.382467403,438.770784
1,3,B1,4,0.281521345,8.445519871,501.389516
1,3,B1,5,0.262258597,7.867647906,469.705147
